onset	duration	stimulus
19.03	4.0	37.5cal
29.53	0.0	rinse
41.64	8.0	37.5cal
56.14	0.0	rinse
66.22	8.0	37.5cal
80.72	0.0	rinse
88.82	6.0	75cal
101.32	0.0	rinse
110.42	11.0	0cal
127.92	0.0	rinse
136.03	4.0	112.5cal
146.53	0.0	rinse
161.63	4.0	112.5cal
172.13	0.0	rinse
184.23	8.0	150cal
198.73	0.0	rinse
213.83	5.0	150cal
225.33	0.0	rinse
235.42	6.0	tless
247.92	0.0	rinse
247.99	4.0	tless
258.49	0.0	rinse
258.56	4.0	37.5cal
269.06	0.0	rinse
277.16	8.0	37.5cal
291.66	0.0	rinse
301.76	5.0	tless
313.26	0.0	rinse
313.31	11.0	112.5cal
330.81	0.0	rinse
339.91	8.0	75cal
354.41	0.0	rinse
362.52	4.0	75cal
373.02	0.0	rinse
385.12	8.0	112.5cal
399.62	0.0	rinse
408.74	6.0	tless
421.24	0.0	rinse
421.31	5.0	tless
432.81	0.0	rinse
432.88	4.0	75cal
443.38	0.0	rinse
458.48	6.0	0cal
470.98	0.0	rinse
479.06	4.0	0cal
489.56	0.0	rinse
504.66	4.0	0cal
515.16	0.0	rinse
523.27	5.0	112.5cal
534.77	0.0	rinse
546.87	11.0	112.5cal
564.37	0.0	rinse
572.46	4.0	150cal
582.96	0.0	rinse
598.06	4.0	37.5cal
608.56	0.0	rinse
618.67	5.0	150cal
630.17	0.0	rinse
642.27	4.0	tless
652.77	0.0	rinse
652.85	6.0	150cal
665.35	0.0	rinse
675.44	11.0	150cal
692.94	0.0	rinse
701.05	5.0	75cal
712.55	0.0	rinse
721.64	11.0	75cal
739.14	0.0	rinse
747.25	6.0	0cal
759.75	0.0	rinse
767.86	11.0	0cal
785.36	0.0	rinse
