onset	duration	stimulus
19.03	4.0	112.5cal
29.5	0.0	rinse
37.62	8.0	tless
52.1	0.0	rinse
52.18	11.0	75cal
69.7	0.0	rinse
77.78	6.0	0cal
90.3	0.0	rinse
98.39	4.0	112.5cal
108.9	0.0	rinse
116.98	5.0	tless
128.5	0.0	rinse
128.55	6.0	37.5cal
141.0	0.0	rinse
153.15	11.0	37.5cal
170.7	0.0	rinse
178.75	8.0	0cal
193.2	0.0	rinse
203.35	5.0	0cal
214.8	0.0	rinse
223.95	4.0	150cal
234.5	0.0	rinse
249.54	4.0	tless
260.0	0.0	rinse
260.13	6.0	tless
272.6	0.0	rinse
272.7	4.0	112.5cal
283.2	0.0	rinse
292.31	11.0	150cal
309.8	0.0	rinse
319.91	4.0	37.5cal
330.4	0.0	rinse
342.51	5.0	37.5cal
354.0	0.0	rinse
369.1	8.0	75cal
383.6	0.0	rinse
392.71	4.0	150cal
403.2	0.0	rinse
415.32	4.0	112.5cal
425.8	0.0	rinse
435.92	5.0	112.5cal
447.4	0.0	rinse
455.51	11.0	tless
473.0	0.0	rinse
473.09	6.0	tless
485.6	0.0	rinse
485.66	8.0	0cal
500.2	0.0	rinse
510.28	5.0	37.5cal
521.8	0.0	rinse
536.9	4.0	112.5cal
547.4	0.0	rinse
555.48	4.0	150cal
566.0	0.0	rinse
578.08	6.0	75cal
590.6	0.0	rinse
605.68	8.0	75cal
620.2	0.0	rinse
632.28	11.0	37.5cal
649.8	0.0	rinse
659.89	8.0	150cal
674.4	0.0	rinse
682.48	6.0	150cal
695.0	0.0	rinse
703.1	4.0	0cal
713.6	0.0	rinse
728.69	11.0	0cal
746.2	0.0	rinse
754.3	4.0	75cal
764.8	0.0	rinse
773.89	5.0	75cal
785.4	0.0	rinse
