onset	duration	stimulus
29.55	0.0	rinse
37.64	8.0	tless
52.14	0.0	rinse
52.21	11.0	75cal
69.71	0.0	rinse
77.83	6.0	0cal
90.33	0.0	rinse
108.92	0.0	rinse
117.03	5.0	tless
128.53	0.0	rinse
128.58	6.0	37.5cal
141.08	0.0	rinse
153.18	11.0	37.5cal
170.68	0.0	rinse
178.78	8.0	0cal
193.28	0.0	rinse
203.39	5.0	0cal
214.89	0.0	rinse
223.98	4.0	150cal
234.48	0.0	rinse
249.57	4.0	tless
260.07	0.0	rinse
260.14	6.0	tless
272.64	0.0	rinse
272.71	4.0	112.5cal
283.21	0.0	rinse
292.32	11.0	150cal
309.82	0.0	rinse
319.92	4.0	37.5cal
330.42	0.0	rinse
342.54	5.0	37.5cal
354.04	0.0	rinse
369.13	8.0	75cal
383.63	0.0	rinse
392.74	4.0	150cal
403.24	0.0	rinse
415.35	4.0	112.5cal
425.85	0.0	rinse
435.93	5.0	112.5cal
447.43	0.0	rinse
455.53	11.0	tless
473.03	0.0	rinse
473.1	6.0	tless
485.6	0.0	rinse
485.67	8.0	0cal
500.17	0.0	rinse
510.27	5.0	37.5cal
521.77	0.0	rinse
536.87	4.0	112.5cal
547.37	0.0	rinse
555.46	4.0	150cal
565.96	0.0	rinse
578.06	6.0	75cal
590.56	0.0	rinse
605.66	8.0	75cal
620.16	0.0	rinse
632.24	11.0	37.5cal
649.74	0.0	rinse
659.85	8.0	150cal
674.35	0.0	rinse
682.44	6.0	150cal
694.94	0.0	rinse
703.04	4.0	0cal
713.54	0.0	rinse
728.65	11.0	0cal
746.15	0.0	rinse
754.26	4.0	75cal
764.76	0.0	rinse
773.86	5.0	75cal
785.36	0.0	rinse
