onset	duration	stimulus
19.05	6.0	37.5cal
29.55	0.0	rinse
41.65	11.0	37.5cal
56.15	0.0	rinse
66.26	4.0	37.5cal
80.76	0.0	rinse
88.86	11.0	75cal
101.36	0.0	rinse
110.47	6.0	0cal
127.97	0.0	rinse
136.06	4.0	112.5cal
146.56	0.0	rinse
161.66	4.0	112.5cal
172.16	0.0	rinse
184.24	4.0	150cal
198.74	0.0	rinse
213.82	11.0	150cal
225.32	0.0	rinse
235.43	8.0	tless
247.93	0.0	rinse
248.0	5.0	tless
258.5	0.0	rinse
258.57	5.0	37.5cal
269.07	0.0	rinse
277.16	5.0	37.5cal
291.66	0.0	rinse
301.76	4.0	tless
313.26	0.0	rinse
313.32	4.0	112.5cal
330.82	0.0	rinse
339.9	8.0	75cal
354.4	0.0	rinse
362.5	6.0	75cal
373.0	0.0	rinse
385.1	4.0	112.5cal
399.6	0.0	rinse
408.7	6.0	tless
421.2	0.0	rinse
421.27	11.0	tless
432.77	0.0	rinse
432.84	8.0	75cal
443.34	0.0	rinse
458.43	8.0	0cal
470.93	0.0	rinse
479.04	5.0	0cal
489.54	0.0	rinse
504.64	8.0	0cal
515.14	0.0	rinse
523.25	5.0	112.5cal
534.75	0.0	rinse
546.87	4.0	112.5cal
564.37	0.0	rinse
572.46	4.0	150cal
582.96	0.0	rinse
598.05	11.0	37.5cal
608.55	0.0	rinse
618.65	4.0	150cal
630.15	0.0	rinse
642.25	6.0	tless
652.75	0.0	rinse
652.82	8.0	150cal
665.32	0.0	rinse
675.42	6.0	150cal
692.92	0.0	rinse
701.02	4.0	75cal
712.52	0.0	rinse
721.63	5.0	75cal
739.13	0.0	rinse
747.22	4.0	0cal
759.72	0.0	rinse
767.82	11.0	0cal
785.32	0.0	rinse
