onset	duration	stimulus
19.03	4.0	tless
29.53	0.0	rinse
29.6	11.0	0cal
47.1	0.0	rinse
57.21	5.0	tless
68.71	0.0	rinse
68.78	6.0	75cal
81.28	0.0	rinse
89.38	4.0	37.5cal
99.88	0.0	rinse
108.0	6.0	150cal
120.5	0.0	rinse
129.6	5.0	112.5cal
141.1	0.0	rinse
151.22	5.0	tless
162.72	0.0	rinse
162.81	11.0	75cal
180.31	0.0	rinse
188.41	4.0	112.5cal
198.91	0.0	rinse
208.0	6.0	37.5cal
220.5	0.0	rinse
232.6	4.0	37.5cal
243.1	0.0	rinse
258.2	11.0	tless
275.7	0.0	rinse
275.77	8.0	150cal
290.27	0.0	rinse
298.37	11.0	0cal
315.87	0.0	rinse
325.97	4.0	0cal
336.47	0.0	rinse
346.57	6.0	75cal
359.07	0.0	rinse
368.17	4.0	37.5cal
378.67	0.0	rinse
393.8	4.0	150cal
404.3	0.0	rinse
413.39	6.0	112.5cal
425.89	0.0	rinse
433.98	11.0	112.5cal
451.48	0.0	rinse
459.58	4.0	0cal
470.08	0.0	rinse
482.18	8.0	tless
496.68	0.0	rinse
496.74	8.0	150cal
511.24	0.0	rinse
519.34	4.0	0cal
529.84	0.0	rinse
538.95	5.0	150cal
550.45	0.0	rinse
562.56	5.0	tless
574.06	0.0	rinse
574.14	6.0	112.5cal
586.64	0.0	rinse
598.75	11.0	112.5cal
616.25	0.0	rinse
624.35	5.0	75cal
635.85	0.0	rinse
650.95	8.0	37.5cal
665.45	0.0	rinse
677.56	4.0	37.5cal
688.06	0.0	rinse
703.16	8.0	75cal
717.66	0.0	rinse
727.77	4.0	150cal
738.27	0.0	rinse
746.36	8.0	75cal
760.86	0.0	rinse
768.96	4.0	0cal
779.46	0.0	rinse
