onset	duration	stimulus
19.04	4.0	112.5cal
29.54	0.0	rinse
37.64	8.0	tless
52.14	0.0	rinse
52.2	11.0	75cal
69.7	0.0	rinse
77.8	6.0	0cal
90.3	0.0	rinse
98.4	4.0	112.5cal
108.9	0.0	rinse
116.99	5.0	tless
128.49	0.0	rinse
128.55	6.0	37.5cal
141.05	0.0	rinse
153.15	11.0	37.5cal
170.65	0.0	rinse
178.75	8.0	0cal
193.25	0.0	rinse
203.35	5.0	0cal
214.85	0.0	rinse
223.95	4.0	150cal
234.45	0.0	rinse
249.53	4.0	tless
260.03	0.0	rinse
260.1	6.0	tless
272.6	0.0	rinse
272.67	4.0	112.5cal
283.17	0.0	rinse
292.27	11.0	150cal
309.77	0.0	rinse
319.87	4.0	37.5cal
330.37	0.0	rinse
342.46	5.0	37.5cal
353.96	0.0	rinse
369.05	8.0	75cal
383.55	0.0	rinse
392.66	4.0	150cal
403.16	0.0	rinse
415.26	4.0	112.5cal
425.76	0.0	rinse
435.87	5.0	112.5cal
447.37	0.0	rinse
455.47	11.0	tless
472.97	0.0	rinse
473.04	6.0	tless
485.54	0.0	rinse
485.6	8.0	0cal
500.1	0.0	rinse
510.21	5.0	37.5cal
521.71	0.0	rinse
536.83	4.0	112.5cal
547.33	0.0	rinse
555.43	4.0	150cal
565.93	0.0	rinse
578.03	6.0	75cal
590.53	0.0	rinse
605.63	8.0	75cal
620.13	0.0	rinse
632.23	11.0	37.5cal
649.73	0.0	rinse
659.85	8.0	150cal
674.35	0.0	rinse
682.44	6.0	150cal
694.94	0.0	rinse
703.04	4.0	0cal
713.54	0.0	rinse
728.65	11.0	0cal
746.15	0.0	rinse
754.26	4.0	75cal
764.76	0.0	rinse
773.86	5.0	75cal
785.36	0.0	rinse
