onset	duration	stimulus
19.03	8.0	tless
29.53	0.0	rinse
29.59	6.0	0cal
47.09	0.0	rinse
57.19	5.0	tless
68.69	0.0	rinse
68.75	11.0	75cal
81.25	0.0	rinse
89.36	6.0	37.5cal
99.86	0.0	rinse
107.95	4.0	150cal
120.45	0.0	rinse
129.56	4.0	112.5cal
141.06	0.0	rinse
151.16	4.0	tless
162.66	0.0	rinse
162.73	8.0	75cal
180.23	0.0	rinse
188.32	4.0	112.5cal
198.82	0.0	rinse
207.91	11.0	37.5cal
220.41	0.0	rinse
232.5	4.0	37.5cal
243.0	0.0	rinse
258.1	6.0	tless
275.6	0.0	rinse
275.67	11.0	150cal
290.17	0.0	rinse
298.26	8.0	0cal
315.76	0.0	rinse
325.87	5.0	0cal
336.37	0.0	rinse
346.48	6.0	75cal
358.98	0.0	rinse
368.08	5.0	37.5cal
378.58	0.0	rinse
393.67	4.0	150cal
404.17	0.0	rinse
413.26	4.0	112.5cal
425.76	0.0	rinse
433.86	4.0	112.5cal
451.36	0.0	rinse
459.45	8.0	0cal
469.95	0.0	rinse
482.06	11.0	tless
496.56	0.0	rinse
496.61	4.0	150cal
511.11	0.0	rinse
519.2	4.0	0cal
529.7	0.0	rinse
538.79	8.0	150cal
550.29	0.0	rinse
562.39	6.0	tless
573.89	0.0	rinse
573.96	5.0	112.5cal
586.46	0.0	rinse
598.56	4.0	112.5cal
616.06	0.0	rinse
624.16	8.0	75cal
635.66	0.0	rinse
650.74	5.0	37.5cal
665.24	0.0	rinse
677.32	11.0	37.5cal
687.82	0.0	rinse
702.92	4.0	75cal
717.42	0.0	rinse
727.52	6.0	150cal
738.02	0.0	rinse
746.13	5.0	75cal
760.63	0.0	rinse
768.74	11.0	0cal
779.24	0.0	rinse
