onset	duration	stimulus
19.04	4.0	tless
29.54	0.0	rinse
29.61	11.0	0cal
47.11	0.0	rinse
57.23	5.0	tless
68.73	0.0	rinse
68.78	6.0	75cal
81.28	0.0	rinse
89.38	4.0	37.5cal
99.88	0.0	rinse
107.98	6.0	150cal
120.48	0.0	rinse
129.6	5.0	112.5cal
141.1	0.0	rinse
151.2	5.0	tless
162.7	0.0	rinse
162.77	11.0	75cal
180.27	0.0	rinse
188.38	4.0	112.5cal
198.88	0.0	rinse
207.96	6.0	37.5cal
220.46	0.0	rinse
232.55	4.0	37.5cal
243.05	0.0	rinse
258.14	11.0	tless
275.64	0.0	rinse
275.71	8.0	150cal
290.21	0.0	rinse
298.31	11.0	0cal
315.81	0.0	rinse
325.92	4.0	0cal
336.42	0.0	rinse
346.52	6.0	75cal
359.02	0.0	rinse
368.13	4.0	37.5cal
378.63	0.0	rinse
393.75	4.0	150cal
404.25	0.0	rinse
413.34	6.0	112.5cal
425.84	0.0	rinse
433.93	11.0	112.5cal
451.43	0.0	rinse
459.53	4.0	0cal
470.03	0.0	rinse
482.15	8.0	tless
496.65	0.0	rinse
496.71	8.0	150cal
511.21	0.0	rinse
519.31	4.0	0cal
529.81	0.0	rinse
538.93	5.0	150cal
550.43	0.0	rinse
562.54	5.0	tless
574.04	0.0	rinse
574.1	6.0	112.5cal
586.6	0.0	rinse
598.7	11.0	112.5cal
616.2	0.0	rinse
624.29	5.0	75cal
635.79	0.0	rinse
650.91	8.0	37.5cal
665.41	0.0	rinse
677.52	4.0	37.5cal
688.02	0.0	rinse
703.13	8.0	75cal
717.63	0.0	rinse
727.74	4.0	150cal
738.24	0.0	rinse
746.35	8.0	75cal
760.85	0.0	rinse
768.95	4.0	0cal
779.45	0.0	rinse
